c
j
c
i
c
c
c
c
c
c
c
j
c
c
c
c
c
j
c
d
j
i
c
c
c
c
c
c
c
c
d
d
c
c
c
d
c
d
c
c
c
c
j
c
c
c
d
c
c
c
i
c
c
c
c
c
c
c
c
i
i
d
c
c
j
c
c
c
c
c
c
c
c
j
c
c
c
c
c
c
d
c
c
i
c
c
c
i
d
c
c
i
c
i
c
d
c
c
c
c
c
d
i
c
i
j
i
j
i
i
d
i
c
c
c
c
c
c
c
j
d
i
d
c
c
c
i
d
c
c
c
d
j
i
c
i
c
c
c
c
j
c
c
d
c
i
d
j
c
c
d
c
d
c
c
c
c
d
d
c
i
i
c
c
d
c
c
c
j
c
c
c
d
c
j
c
i
i
j
c
c
c
c
c
d
i
i
c
i
c
c
i
d
c
c
c
c
i
i
j
c
c
c
c
d
c
c
d
c
d
c
d
c
j
i
d
c
c
i
c
j
c
c
c
c
c
j
c
c
d
c
c
d
d
c
c
d
c
d
c
c
i
c
c
c
d
c
c
c
c
