c
c
c
c
c
c
d
i
d
c
c
c
i
d
c
j
c
c
c
c
c
c
d
d
c
c
c
c
c
j
c
c
c
c
j
c
c
c
j
c
c
i
c
c
c
j
c
j
c
c
j
c
c
c
c
i
c
c
j
j
c
c
c
c
j
c
c
c
c
j
c
i
c
c
j
c
c
j
c
c
i
c
c
c
c
c
i
i
c
c
i
c
c
i
c
c
j
c
j
c
c
c
c
c
j
c
c
c
c
c
d
c
c
j
c
d
c
c
c
i
i
c
c
c
c
c
c
j
c
i
i
c
c
c
d
c
c
c
c
c
i
i
c
c
c
c
c
j
c
j
c
i
c
c
c
c
c
c
c
i
c
j
i
c
d
j
c
i
d
c
j
i
c
i
c
i
c
c
j
c
i
c
c
d
i
j
c
c
i
i
c
c
d
c
c
c
i
c
d
c
i
c
c
j
c
c
c
i
d
c
c
c
j
c
c
j
d
c
c
j
c
c
c
d
i
c
c
c
j
c
c
c
j
c
c
c
c
c
c
c
d
c
j
c
c
c
c
c
c
c
j
i
c
d
c
c
c
d
c
c
d
i
c
c
c
c
c
j
j
c
c
c
c
c
c
c
c
i
c
j
c
c
c
c
c
c
i
d
c
i
c
j
c
d
c
c
c
c
c
i
c
c
c
i
c
c
c
d
i
c
c
c
c
c
i
c
c
d
c
c
c
c
c
c
c
c
c
c
c
c
c
c
c
c
j
j
c
c
j
c
j
